Name,Balls,Runs,Dot,Other,4,6,Extras,Wicket
MJ McClenaghan,4,34,9,14,8,12,0,1
M de Lange,4,24,17,8,16,0,6,0
J Suchith,4,21,10,13,8,0,0,1
R Vinay Kumar,3,33,4,11,16,6,0,1
Harbhajan Singh,4,36,6,16,8,12,0,1
HH Pandya,1,4,2,4,0,0,0,0
