Name,Balls,Runs,Dot,Other,4,6,out,out_type,bowler
CH Gayle,20,30,8,10,8,12,True,caught,R Bhatia
SC Ganguly,10,5,9,1,4,0,True,bowled,DP Nannes
Mandeep Singh,4,0,4,0,0,0,True,stumped,A Mishra
MK Tiwary,3,0,3,0,0,0,True,bowled,AB McDonald
DJ Hussey,30,29,16,15,8,6,True,caught,UT Yadav
AD Mathews,18,24,6,12,12,0,True,bowled,UT Yadav
WP Saha,15,20,4,12,8,0,False,,
AB Agarkar,12,17,2,13,4,0,True,caught and bowled,PD Collingwood
M Kartik,2,1,1,1,0,0,True,run out,
CK Langeveldt,1,0,1,0,0,0,True,bowled,AB McDonald
