Name,Balls,Runs,Dot,Other,4,6,out,out_type,bowler
KL Rahul,11,7,9,3,4,0,True,bowled,L Ngidi
CH Gayle,2,0,2,0,0,0,True,caught,L Ngidi
AJ Finch,4,4,5,0,4,0,True,caught,DL Chahar
MK Tiwary,29,35,13,17,12,6,True,caught,RA Jadeja
DA Miller,20,24,9,14,4,6,True,bowled,DJ Bravo
KK Nair,25,54,7,12,12,30,True,caught,DJ Bravo
AR Patel,12,14,4,8,0,6,True,caught,SN Thakur
R Ashwin,1,0,2,0,0,0,True,caught,L Ngidi
AJ Tye,2,0,2,0,0,0,True,caught,L Ngidi
MM Sharma,3,2,1,2,0,0,False,,
AS Rajpoot,4,2,2,2,0,0,True,caught,SN Thakur
