Name,Balls,Runs,Dot,Other,4,6,out,out_type,bowler
MEK Hussey,2,1,1,1,0,0,True,bowled,SL Malinga
M Vijay,20,18,10,10,8,0,True,caught,MG Johnson
SK Raina,1,0,1,0,0,0,True,caught,SL Malinga
S Badrinath,3,0,3,0,0,0,True,caught,MG Johnson
DJ Bravo,14,15,12,3,12,0,True,caught,R Dhawan
RA Jadeja,2,0,2,0,0,0,True,caught,Harbhajan Singh
MS Dhoni,45,63,23,21,12,30,False,,
JA Morkel,10,10,6,4,0,6,True,bowled,PP Ojha
CH Morris,1,0,1,0,0,0,True,caught,Harbhajan Singh
R Ashwin,18,9,10,9,0,0,True,caught,KA Pollard
MM Sharma,2,0,2,0,0,0,False,,
