Name,Balls,Runs,Dot,Other,4,6,out,out_type,bowler
DR Smith,4,4,3,0,4,0,True,lbw,MM Sharma
KD Karthik,25,21,16,9,12,0,True,bowled,CH Morris
AP Tare,1,0,1,0,0,0,True,bowled,JA Morkel
RG Sharma,5,2,3,2,0,0,True,caught and bowled,JA Morkel
AT Rayudu,36,37,13,21,16,0,True,bowled,DJ Bravo
KA Pollard,32,60,9,14,28,18,False,,
Harbhajan Singh,8,14,4,2,12,0,True,caught,DJ Bravo
R Dhawan,3,3,1,3,0,0,True,run out,
MG Johnson,2,1,1,1,0,0,True,caught,DJ Bravo
SL Malinga,2,0,2,0,0,0,True,caught,DJ Bravo
PP Ojha,1,1,0,1,0,0,False,,
