Name,Balls,Runs,Dot,Other,4,6,Extras,Wicket
P Kumar,3,15,10,7,8,0,0,0
JH Kallis,4,20,12,12,8,0,3,0
D du Preez,4,31,12,13,12,6,1,3
R Vinay Kumar,4,32,7,16,16,0,1,0
A Kumble,2,18,3,10,8,0,0,0
RE van der Merwe,3,27,6,15,0,12,1,1
