Name,Balls,Runs,Dot,Other,4,6,Extras,Wicket
TA Boult,4,33,6,15,12,6,0,1
GJ Maxwell,2,12,7,6,0,6,1,1
S Nadeem,2,27,3,3,24,0,0,0
CH Morris,4,41,9,11,12,18,2,0
HV Patel,3,33,3,13,8,12,1,1
R Tewatia,3,26,2,14,0,12,0,0
