Name,Balls,Runs,Dot,Other,4,6,Extras,Wicket
MA Starc,4,27,7,15,12,0,1,1
S Aravind,4,25,9,17,8,0,0,1
HV Patel,4,25,11,15,4,6,1,1
D Wiese,4,28,8,16,12,0,5,1
YS Chahal,4,28,9,16,0,12,0,2
