Name,Balls,Runs,Dot,Other,4,6,out,out_type,bowler
CA Lynn,31,48,11,12,24,12,True,lbw,Rashid Khan
SP Narine,11,26,5,4,16,6,True,caught,S Kaul
N Rana,16,22,8,6,4,12,True,run out,
RV Uthappa,8,2,6,2,0,0,True,bowled,Rashid Khan
KD Karthik,6,8,1,4,4,0,True,bowled,Shakib Al Hasan
AD Russell,7,3,4,3,0,0,True,caught,Rashid Khan
Shubman Gill,20,30,3,16,8,6,True,caught,CR Brathwaite
PP Chawla,12,12,6,6,0,6,True,bowled,S Kaul
Shivam Mavi,4,6,1,2,4,0,True,caught,CR Brathwaite
Kuldeep Yadav,3,0,3,0,0,0,False,,
