Name,Balls,Runs,Dot,Other,4,6,out,out_type,bowler
AC Gilchrist,19,15,14,5,4,6,True,caught,DE Bollinger
HH Gibbs,25,18,15,14,4,0,True,bowled,SB Jakati
TL Suman,4,4,3,0,4,0,True,caught,DE Bollinger
RG Sharma,5,2,3,2,0,0,True,caught,JA Morkel
A Symonds,22,23,11,11,12,0,True,caught,R Ashwin
MD Mishra,5,2,3,2,0,0,True,stumped,SB Jakati
B Sumanth,18,16,10,8,8,0,True,bowled,DE Bollinger
RJ Harris,8,15,2,5,4,6,True,caught,DE Bollinger
Harmeet Singh,1,0,1,0,0,0,True,lbw,M Muralitharan
PP Ojha,4,1,3,1,0,0,True,caught,SK Raina
RP Singh,3,0,3,0,0,0,False,,
