Name,Balls,Runs,Dot,Other,4,6,out,out_type,bowler
AJ Finch,14,19,8,5,8,6,True,bowled,L Balaji
S Dhawan,3,1,3,1,0,0,True,caught,MG Johnson
DA Warner,11,8,8,4,4,0,True,caught,L Balaji
KL Rahul,25,27,10,17,4,6,True,caught,AR Patel
Y Venugopal Rao,9,11,4,3,8,0,True,bowled,Sandeep Sharma
IK Pathan,9,5,5,5,0,0,True,bowled,AR Patel
DJG Sammy,11,15,4,9,0,6,True,caught,L Balaji
KV Sharma,8,10,3,4,0,6,True,caught,MG Johnson
DW Steyn,16,12,6,12,0,0,True,bowled,L Balaji
A Mishra,5,4,1,4,0,0,False,,
B Kumar,3,1,2,1,0,0,True,caught,R Dhawan
