Name,Balls,Runs,Dot,Other,4,6,Extras,Wicket
Sandeep Sharma,4,25,11,15,4,6,1,1
MG Johnson,4,24,14,10,8,6,2,2
L Balaji,4,12,14,12,0,0,2,4
R Dhawan,3,22,3,10,12,0,1,1
AR Patel,4,20,11,14,0,6,2,2
GJ Maxwell,1,10,1,4,0,6,0,0
