Name,Balls,Runs,Dot,Other,4,6,out,out_type,bowler
DA Warner,33,57,10,17,16,24,True,run out,
V Sehwag,7,3,4,3,0,0,True,caught,PP Ojha
AB de Villiers,25,27,10,19,8,0,True,bowled,R Sharma
KD Karthik,27,46,4,18,16,12,True,caught and bowled,A Symonds
M Manhas,8,8,3,4,4,0,True,caught,R Sharma
MC Henriques,5,11,1,3,8,0,True,caught,A Symonds
Y Nagar,4,1,6,1,0,0,True,bowled,WPUJC Vaas
A Mishra,1,0,1,0,0,0,True,caught,A Symonds
UT Yadav,4,3,1,3,0,0,False,,
S Ladda,1,0,1,0,0,0,True,run out,
DP Nannes,2,1,1,1,0,0,False,,
