Name,Balls,Runs,Dot,Other,4,6,out,out_type,bowler
M Vijay,31,34,18,12,16,6,True,caught,R Ashwin
V Sehwag,2,1,2,1,0,0,True,caught,IC Pandey
SE Marsh,10,10,4,6,4,0,True,lbw,A Nehra
GJ Bailey,3,1,2,1,0,0,True,caught,RA Jadeja
DA Miller,9,3,6,3,0,0,True,caught,RA Jadeja
WP Saha,22,15,10,15,0,0,True,caught,A Nehra
AR Patel,10,9,6,3,0,6,True,stumped,R Ashwin
MG Johnson,2,1,1,1,0,0,True,caught,RA Jadeja
Anureet Singh,19,10,10,10,0,0,True,caught,MM Sharma
Karanveer Singh,5,2,3,2,0,0,False,,
Sandeep Sharma,4,1,3,1,0,0,False,,
