Name,Balls,Runs,Dot,Other,4,6,Extras,Wicket
Z Khan,4,20,10,12,8,0,1,3
Mohammed Shami,4,32,8,14,12,6,2,0
CH Morris,3,19,5,15,4,0,1,1
CR Brathwaite,4,41,4,19,16,6,6,3
A Mishra,4,34,12,10,12,12,3,1
