Name,Balls,Runs,Dot,Other,4,6,out,out_type,bowler
CH Gayle,7,0,7,0,0,0,True,caught,RJ Harris
SS Tiwary,11,6,11,2,4,0,True,caught,SJ Srivastava
V Kohli,10,11,8,3,8,0,True,caught,RJ Harris
AB de Villiers,27,34,10,16,12,6,True,caught,PP Chawla
AUK Pathan,4,7,2,1,0,6,True,caught,PC Valthaty
M Kaif,11,15,6,3,12,0,True,stumped,PP Chawla
KB Arun Karthik,5,6,3,2,4,0,True,bowled,PP Chawla
JJ van der Wath,5,4,2,4,0,0,True,lbw,PP Chawla
A Mithun,7,10,3,4,0,6,True,caught,RJ Harris
CK Langeveldt,8,8,5,2,0,6,True,bowled,SJ Srivastava
S Aravind,5,11,0,3,8,0,False,,
