Name,Balls,Runs,Dot,Other,4,6,Extras,Wicket
S Nadeem,3,22,8,10,12,0,1,2
CH Morris,4,31,10,15,16,0,2,1
Z Khan,4,26,13,14,12,0,1,1
Mohammed Shami,4,31,10,11,8,12,2,1
A Mishra,3,19,4,15,4,0,0,1
JP Duminy,2,14,4,10,4,0,0,0
