Name,Balls,Runs,Dot,Other,4,6,out,out_type,bowler
PA Patel,1,0,1,0,0,0,True,lbw,Sohail Tanvir
S Vidyut,9,5,9,1,4,0,True,caught,Sohail Tanvir
SP Fleming,2,0,2,0,0,0,True,lbw,Sohail Tanvir
SK Raina,27,27,8,19,8,0,True,caught,MM Patel
S Badrinath,13,15,10,3,12,0,True,caught and bowled,SR Watson
MS Dhoni,7,1,6,1,0,0,True,caught,SK Warne
JA Morkel,33,42,13,20,16,6,True,bowled,Sohail Tanvir
Joginder Sharma,1,0,1,0,0,0,True,caught,MM Patel
MS Gony,4,1,3,1,0,0,False,,
M Muralitharan,3,0,3,0,0,0,True,bowled,Sohail Tanvir
M Ntini,12,11,9,3,8,0,True,bowled,Sohail Tanvir
