Name,Balls,Runs,Dot,Other,4,6,out,out_type,bowler
RE Levi,3,1,3,1,0,0,True,bowled,S Nadeem
DJ Jacobs,9,0,10,0,0,0,True,bowled,S Nadeem
RG Sharma,27,29,13,9,20,0,True,caught,AB Agarkar
AT Rayudu,11,4,8,4,0,0,True,run out,
KA Pollard,3,1,3,1,0,0,True,caught,UT Yadav
KD Karthik,4,3,1,3,0,0,True,caught,UT Yadav
Harbhajan Singh,20,33,10,7,20,6,True,caught,M Morkel
CJ McKay,15,8,8,8,0,0,True,caught,IK Pathan
RP Singh,4,0,4,0,0,0,True,bowled,M Morkel
PP Ojha,11,3,9,3,0,0,True,bowled,AB Agarkar
MM Patel,5,1,4,1,0,0,False,,
