Name,Balls,Runs,Dot,Other,4,6,out,out_type,bowler
CH Gayle,21,32,13,6,8,18,True,caught,DJ Hooda
Mandeep Singh,16,24,8,4,20,0,True,bowled,Rashid Khan
TM Head,22,30,4,18,12,0,True,caught,Rashid Khan
KM Jadhav,15,31,4,9,16,6,True,run out,
SR Watson,17,22,5,12,4,6,True,caught,A Nehra
Sachin Baby,3,1,2,1,0,0,True,caught,Bipul Sharma
STR Binny,10,11,4,5,0,6,True,caught,B Kumar
S Aravind,2,0,2,0,0,0,True,bowled,A Nehra
YS Chahal,7,3,4,3,0,0,True,run out,
TS Mills,2,6,2,0,0,6,True,caught,B Kumar
A Choudhary,2,6,1,0,0,6,False,,
