Name,Balls,Runs,Dot,Other,4,6,Extras,Wicket
DP Nannes,4,17,14,9,8,0,0,2
AS Rajpoot,1,10,2,2,8,0,1,0
CH Morris,4,27,11,11,16,0,1,2
RA Jadeja,4,29,7,17,12,0,1,1
DJ Bravo,4,25,13,11,8,6,2,3
R Ashwin,3,22,5,14,8,0,3,1
