Name,Balls,Runs,Dot,Other,4,6,out,out_type,bowler
ST Jayasuriya,5,2,4,2,0,0,True,lbw,DW Steyn
SR Tendulkar,21,25,11,9,16,0,True,bowled,R Vinay Kumar
AP Tare,9,9,9,1,8,0,True,caught,JH Kallis
SS Tiwary,20,25,8,13,12,0,True,bowled,A Kumble
AT Rayudu,4,3,2,3,0,0,True,caught,R Vinay Kumar
DJ Bravo,2,1,1,1,0,0,True,lbw,R Vinay Kumar
R Sathish,19,24,10,12,12,0,True,caught,DW Steyn
KA Pollard,18,21,9,11,4,6,True,caught,DW Steyn
Harbhajan Singh,6,4,3,4,0,0,True,caught,P Kumar
Z Khan,9,23,2,5,12,6,False,,
