Name,Balls,Runs,Dot,Other,4,6,out,out_type,bowler
DA Warner,47,51,14,33,12,6,True,caught,K Rabada
JM Bairstow,30,41,14,15,20,6,True,caught,KMA Paul
KS Williamson,8,3,5,3,0,0,True,caught,KMA Paul
RK Bhui,12,7,8,7,0,0,True,caught,KMA Paul
V Shankar,2,1,1,1,0,0,True,caught,K Rabada
Abhishek Sharma,3,2,1,2,0,0,True,caught,CH Morris
DJ Hooda,4,3,2,3,0,0,True,bowled,CH Morris
Rashid Khan,1,0,1,0,0,0,True,caught,CH Morris
B Kumar,4,2,2,2,0,0,True,caught and bowled,K Rabada
Sandeep Sharma,1,1,1,1,0,0,False,,
KK Ahmed,1,0,1,0,0,0,True,bowled,K Rabada
