Name,Balls,Runs,Dot,Other,4,6,Extras,Wicket
DP Nannes,4,29,14,13,16,0,2,1
CH Morris,4,40,10,16,12,12,0,3
MM Sharma,2,13,5,5,8,0,0,0
R Ashwin,4,27,8,17,4,6,1,1
RA Jadeja,2,20,1,10,4,6,0,0
DJ Bravo,4,28,11,20,8,0,5,1
