Name,Balls,Runs,Dot,Other,4,6,out,out_type,bowler
RV Uthappa,14,22,7,6,16,0,True,caught,NLTC Perera
AJ Finch,13,16,7,4,12,0,True,caught,NLTC Perera
SPD Smith,25,17,11,17,0,0,True,caught,I Sharma
TL Suman,14,12,6,8,4,0,True,lbw,KV Sharma
AD Mathews,24,20,9,16,4,0,True,caught,A Mishra
MR Marsh,13,14,7,4,4,6,True,caught,DW Steyn
AM Nayar,2,0,2,0,0,0,True,caught,NLTC Perera
MK Pandey,6,7,2,3,4,0,False,,
B Kumar,1,0,1,0,0,0,True,lbw,A Mishra
R Sharma,1,0,1,0,0,0,True,bowled,A Mishra
AB Dinda,1,0,1,0,0,0,True,bowled,A Mishra
