Name,Balls,Runs,Dot,Other,4,6,Extras,Wicket
B Kumar,4,16,18,8,8,0,2,3
AB Dinda,4,23,13,11,12,0,2,1
AD Mathews,4,29,5,19,4,6,0,0
R Sharma,4,21,12,11,4,6,0,2
MR Marsh,4,25,7,17,8,0,1,1
