Name,Balls,Runs,Dot,Other,4,6,Extras,Wicket
A Nehra,4,46,7,12,28,6,1,1
DP Nannes,4,30,13,8,16,6,3,1
PJ Sangwan,4,15,18,7,8,0,4,3
TM Dilshan,2,8,4,8,0,0,0,0
R Bhatia,3,15,6,9,0,6,0,4
A Mishra,3,39,4,15,0,24,0,0
