Name,Balls,Runs,Dot,Other,4,6,Extras,Wicket
RP Singh,4,25,10,15,4,6,1,0
WPUJC Vaas,4,45,11,11,16,18,7,2
A Symonds,3,17,11,7,4,6,2,1
Shoaib Ahmed,1,24,0,2,16,6,0,0
PP Ojha,4,25,9,13,12,0,1,2
DR Smith,4,25,9,13,12,0,1,1
