Name,Balls,Runs,Dot,Other,4,6,Extras,Wicket
NM Coulter-Nile,3,13,14,3,4,6,1,0
DJ Muthuswami,3,24,8,8,4,12,2,0
AD Mathews,3,22,8,8,8,6,1,1
A Mishra,4,33,6,17,4,12,1,1
Imran Tahir,4,43,6,17,8,18,0,3
Yuvraj Singh,1,8,1,8,0,0,1,0
JP Duminy,2,14,6,8,0,6,2,2
