Name,Balls,Runs,Dot,Other,4,6,Extras,Wicket
JP Duminy,4,23,11,11,12,0,0,1
DW Steyn,3,13,12,5,8,0,1,1
Anand Rajan,2,22,9,0,4,18,1,0
PP Ojha,3,25,7,7,12,6,0,1
DT Christian,3,20,10,8,12,0,1,2
A Mishra,4,9,17,9,0,0,1,4
