Name,Balls,Runs,Dot,Other,4,6,out,out_type,bowler
PC Valthaty,6,5,4,1,4,0,True,caught,DW Steyn
AC Gilchrist,36,51,20,15,24,12,True,caught,DT Christian
SE Marsh,8,13,4,1,12,0,True,caught,JP Duminy
KD Karthik,14,11,7,7,4,0,True,caught,DT Christian
R McLaren,14,9,6,9,0,0,True,caught,A Mishra
AM Nayar,7,3,4,3,0,0,True,caught,PP Ojha
Mandeep Singh,8,7,4,3,4,0,True,stumped,A Mishra
RJ Harris,1,0,1,0,0,0,True,caught,A Mishra
P Kumar,6,0,7,0,0,0,True,bowled,A Mishra
PP Chawla,7,13,4,1,0,12,False,,
BA Bhatt,5,0,5,0,0,0,True,run out,
