Name,Balls,Runs,Dot,Other,4,6,out,out_type,bowler
MA Agarwal,5,10,1,2,8,0,True,bowled,R Ashwin
CH Gayle,3,0,3,0,0,0,True,caught,R Ashwin
V Kohli,31,35,12,25,4,6,True,lbw,SK Raina
AB de Villiers,12,18,4,6,12,0,True,lbw,SB Jakati
LA Pomersbach,3,2,1,2,0,0,True,caught and bowled,SB Jakati
SS Tiwary,33,42,12,20,4,18,False,,
DL Vettori,1,0,1,0,0,0,True,caught and bowled,R Ashwin
A Mithun,6,11,3,3,8,0,True,caught,DJ Bravo
Z Khan,21,21,9,13,8,0,True,caught,DE Bollinger
J Syed Mohammad,2,2,1,2,0,0,False,,
