Name,Balls,Runs,Dot,Other,4,6,out,out_type,bowler
M Vijay,10,6,9,2,4,0,True,caught,M Morkel
MP Stoinis,3,0,3,0,0,0,True,caught,AD Russell
M Vohra,4,0,6,0,0,0,True,caught,AD Russell
GJ Maxwell,39,68,17,20,24,24,True,lbw,PP Chawla
WP Saha,20,24,9,12,12,0,True,bowled,PP Chawla
DA Miller,18,13,6,13,0,0,True,caught,AD Russell
Gurkeerat Singh,11,11,4,7,4,0,True,run out,
AR Patel,7,21,0,5,4,12,True,run out,
MM Sharma,1,1,0,1,0,0,False,,
Swapnil Singh,1,0,1,0,0,0,True,lbw,AD Russell
Sandeep Sharma,1,1,0,1,0,0,False,,
