Name,Balls,Runs,Dot,Other,4,6,Extras,Wicket
JA Morkel,3,23,12,7,4,12,2,2
S Tyagi,2,8,10,2,0,6,1,1
L Balaji,1,18,1,2,4,12,0,0
SB Jakati,4,22,10,12,4,6,1,4
M Muralitharan,3,10,12,6,4,0,3,2
SK Raina,2,12,5,4,8,0,0,1
