Name,Balls,Runs,Dot,Other,4,6,out,out_type,bowler
AC Gilchrist,1,0,1,0,0,0,True,lbw,JA Morkel
VVS Laxman,7,0,7,0,0,0,True,caught,JA Morkel
HH Gibbs,2,0,3,0,0,0,True,bowled,S Tyagi
RG Sharma,20,21,10,7,8,6,True,caught,SB Jakati
DR Smith,20,49,8,11,8,30,True,lbw,SB Jakati
TL Suman,15,17,7,9,8,0,True,caught,M Muralitharan
Y Venugopal Rao,5,2,4,2,0,0,True,caught,SB Jakati
RJ Harris,4,1,3,1,0,0,True,bowled,SB Jakati
RP Singh,6,2,4,2,0,0,True,caught,M Muralitharan
Shoaib Ahmed,2,1,1,1,0,0,False,,
PP Ojha,2,0,2,0,0,0,True,caught,SK Raina
