Name,Balls,Runs,Dot,Other,4,6,out,out_type,bowler
AD Hales,4,5,3,1,4,0,True,bowled,TG Southee
S Dhawan,19,13,10,9,4,0,True,caught,Mohammed Siraj
KS Williamson,38,56,12,24,20,12,True,caught,UT Yadav
MK Pandey,7,5,3,5,0,0,True,caught,YS Chahal
Shakib Al Hasan,32,35,15,15,20,0,True,caught,TG Southee
YK Pathan,7,12,1,4,8,0,True,bowled,Mohammed Siraj
WP Saha,4,8,3,2,0,6,True,bowled,Mohammed Siraj
Rashid Khan,2,1,2,1,0,0,True,run out,
S Kaul,1,1,0,1,0,0,True,run out,
B Kumar,2,1,1,1,0,0,False,,
Sandeep Sharma,1,0,1,0,0,0,True,lbw,TG Southee
