Name,Balls,Runs,Dot,Other,4,6,Extras,Wicket
MJ McClenaghan,4,34,9,12,16,6,0,3
SL Malinga,4,31,10,11,8,12,1,0
HH Pandya,1,5,2,5,0,0,0,0
KV Sharma,3,22,6,12,4,6,1,1
JJ Bumrah,4,33,8,17,4,12,1,1
KH Pandya,4,33,8,13,8,12,1,2
