Name,Balls,Runs,Dot,Other,4,6,Extras,Wicket
R Ashwin,4,36,6,16,20,0,1,0
TG Southee,4,33,10,9,24,0,0,1
JA Morkel,3,38,2,12,20,6,0,1
S Randiv,4,32,6,16,16,0,0,1
SB Styris,1,13,1,3,4,6,0,0
SB Jakati,3,28,0,10,12,6,0,0
SK Raina,1,12,2,2,4,6,0,0
