Name,Balls,Runs,Dot,Other,4,6,out,out_type,bowler
V Sehwag,4,2,2,2,0,0,True,caught,MM Patel
DA Warner,2,1,1,1,0,0,True,lbw,Harbhajan Singh
CA Ingram,2,1,1,1,0,0,True,bowled,SL Malinga
NV Ojha,7,1,7,1,0,0,True,caught,MM Patel
Y Venugopal Rao,27,37,9,15,16,6,True,bowled,DS Kulkarni
JR Hopes,44,55,21,15,40,0,True,run out,
IK Pathan,18,23,9,7,16,0,True,bowled,SL Malinga
Y Nagar,1,0,1,0,0,0,True,caught,Harbhajan Singh
AB Agarkar,4,7,3,3,4,0,False,,
M Morkel,8,10,3,6,4,0,True,caught,KA Pollard
S Nadeem,1,0,1,0,0,0,True,caught,KA Pollard
