Name,Balls,Runs,Dot,Other,4,6,out,out_type,bowler
JD Ryder,21,32,11,8,24,0,True,bowled,YA Abdulla
RV Uthappa,1,0,1,0,0,0,True,caught,IK Pathan
JH Kallis,46,62,17,30,20,12,True,caught,YA Abdulla
KP Pietersen,2,0,2,0,0,0,True,caught,YA Abdulla
R Dravid,13,10,5,10,0,0,True,caught,PP Chawla
LRPL Taylor,20,35,11,7,16,12,True,caught,YA Abdulla
V Kohli,3,2,1,2,0,0,True,caught,VRV Singh
P Kumar,7,13,1,7,0,6,True,lbw,IK Pathan
Pankaj Singh,1,0,1,0,0,0,True,bowled,IK Pathan
A Kumble,3,5,1,1,4,0,False,,
R Vinay Kumar,1,1,0,1,0,0,False,,
