Name,Balls,Runs,Dot,Other,4,6,Extras,Wicket
PP Chawla,3,22,10,4,12,6,0,0
SP Narine,4,38,10,10,16,12,1,0
MG Johnson,3,37,4,11,8,18,2,0
Shivam Mavi,3,19,8,11,8,0,3,0
Kuldeep Yadav,4,20,11,14,0,6,2,1
AD Russell,3,29,6,13,4,12,2,3
