Name,Balls,Runs,Dot,Other,4,6,Extras,Wicket
WD Parnell,2,12,6,4,8,0,0,1
B Kumar,3,17,8,9,8,0,0,1
M Kartik,3,32,8,6,8,18,0,0
A Nehra,3,33,6,7,20,6,0,0
AD Mathews,3,15,3,15,0,0,0,0
MJ Clarke,2,12,4,8,4,0,0,1
SPD Smith,1,5,0,1,4,0,0,0
