Name,Balls,Runs,Dot,Other,4,6,Extras,Wicket
Harbhajan Singh,3,13,12,7,0,6,1,2
SL Malinga,4,12,17,4,8,0,1,5
AG Murtaza,4,20,14,8,12,0,1,1
MM Patel,3,20,10,6,8,6,0,0
KA Pollard,3,17,6,13,4,0,1,0
JEC Franklin,1,9,0,5,4,0,0,0
