Name,Balls,Runs,Dot,Other,4,6,Extras,Wicket
MJ McClenaghan,3,27,10,3,12,12,0,0
JJ Bumrah,3,29,10,5,12,12,1,0
R Vinay Kumar,2,11,9,7,4,0,3,0
S Gopal,3,18,5,14,4,0,1,0
Harbhajan Singh,3,24,6,12,0,12,0,1
HH Pandya,1,12,2,0,0,12,0,0
