Name,Balls,Runs,Dot,Other,4,6,out,out_type,bowler
KP Pietersen,40,58,13,22,36,0,True,lbw,R Dhawan
MA Agarwal,5,2,3,2,0,0,True,caught,MG Johnson
KD Karthik,7,13,3,1,12,0,True,caught,P Awana
KM Jadhav,4,0,4,0,0,0,True,caught,P Awana
MK Tiwary,11,8,5,8,0,0,True,run out,
JP Duminy,8,8,3,4,4,0,True,caught,Karanveer Singh
JDS Neesham,20,12,13,8,4,0,True,caught,Karanveer Singh
S Nadeem,7,3,5,3,0,0,False,,
Mohammed Shami,1,0,1,0,0,0,True,bowled,AR Patel
Imran Tahir,4,4,3,0,4,0,True,caught,AR Patel
JD Unadkat,1,0,1,0,0,0,True,caught,MG Johnson
