Name,Balls,Runs,Dot,Other,4,6,Extras,Wicket
DP Nannes,4,21,15,5,16,0,3,0
A Nehra,4,22,16,6,4,12,1,1
PJ Sangwan,4,26,11,12,8,6,4,0
A Mishra,5,33,10,15,12,6,1,3
TM Dilshan,1,4,2,4,0,0,0,0
DL Vettori,2,32,1,10,4,18,0,0
