Name,Balls,Runs,Dot,Other,4,6,out,out_type,bowler
Ishan Kishan,35,48,18,12,24,12,True,caught,Harbhajan Singh
BB McCullum,4,6,1,2,4,0,True,bowled,SL Malinga
SK Raina,3,1,2,1,0,0,True,caught,JJ Bumrah
AJ Finch,3,0,3,0,0,0,True,bowled,SL Malinga
KD Karthik,7,2,7,2,0,0,True,stumped,KH Pandya
RA Jadeja,21,28,10,14,8,6,True,caught and bowled,KH Pandya
JP Faulkner,26,21,15,13,8,0,True,bowled,JJ Bumrah
IK Pathan,3,2,1,2,0,0,True,caught,KH Pandya
AJ Tye,11,25,3,5,8,12,True,run out,
Basil Thampi,4,2,2,2,0,0,False,,
Ankit Soni,2,7,0,1,0,6,False,,
