Name,Balls,Runs,Dot,Other,4,6,out,out_type,bowler
M Vijay,16,12,7,12,0,0,True,run out,
M Vohra,9,5,8,1,4,0,True,bowled,TA Boult
SE Marsh,4,1,5,1,0,0,True,bowled,B Kumar
GJ Bailey,16,22,7,10,12,0,True,caught,MC Henriques
DA Miller,14,15,3,11,4,0,True,caught,KV Sharma
WP Saha,32,42,8,28,8,6,True,caught,TA Boult
AR Patel,13,17,3,11,0,6,True,bowled,TA Boult
R Dhawan,6,4,3,4,0,0,True,lbw,B Kumar
MG Johnson,5,4,2,4,0,0,False,,
Anureet Singh,2,0,2,0,0,0,True,caught,P Kumar
Sandeep Sharma,1,1,0,1,0,0,False,,
