Name,Balls,Runs,Dot,Other,4,6,Extras,Wicket
K Gowtham,4,19,10,15,4,0,1,0
DS Kulkarni,3,25,8,9,16,0,1,0
JC Archer,4,46,7,10,24,12,3,1
S Gopal,4,12,16,8,4,0,0,3
VR Aaron,1,16,0,4,12,0,0,0
STR Binny,1,6,1,6,0,0,0,0
BA Stokes,3,29,4,11,12,6,0,0
