Name,Balls,Runs,Dot,Other,4,6,out,out_type,bowler
M Vijay,6,2,4,2,0,0,True,bowled,HV Patel
M Vohra,3,2,3,2,0,0,True,caught,MA Starc
WP Saha,10,13,6,3,4,6,True,caught,S Aravind
GJ Maxwell,5,1,4,1,0,0,True,bowled,S Aravind
DA Miller,10,7,6,3,4,0,True,bowled,S Aravind
GJ Bailey,4,2,2,2,0,0,True,bowled,S Aravind
AR Patel,21,40,7,8,20,12,False,,
MG Johnson,4,1,4,1,0,0,True,bowled,MA Starc
Anureet Singh,2,0,2,0,0,0,True,bowled,MA Starc
Karanveer Singh,7,4,4,4,0,0,True,bowled,MA Starc
Sandeep Sharma,9,7,5,3,4,0,True,caught and bowled,YS Chahal
