Name,Balls,Runs,Dot,Other,4,6,Extras,Wicket
MA Starc,4,11,17,11,0,0,9,4
S Aravind,4,27,14,5,16,6,0,4
HV Patel,2,13,7,3,4,6,0,1
YS Chahal,3,24,7,6,12,6,0,1
D Wiese,1,4,2,4,0,0,0,0
