Name,Balls,Runs,Dot,Other,4,6,Extras,Wicket
Mohammed Shami,4,24,15,16,8,0,10,1
NM Coulter-Nile,4,25,13,9,16,0,2,2
JD Unadkat,4,25,4,21,4,0,0,1
JDS Neesham,2,24,4,6,12,6,2,0
S Nadeem,3,29,5,11,12,6,0,1
JP Duminy,3,25,3,13,12,0,0,0
