Name,Balls,Runs,Dot,Other,4,6,Extras,Wicket
KMDN Kulasekara,4,37,7,17,20,0,1,0
JA Morkel,2,21,4,7,8,6,1,0
R Ashwin,4,19,6,19,0,0,0,0
DJ Bravo,3,30,7,10,8,12,1,0
SK Raina,4,22,7,16,0,6,0,0
VY Mahesh,3,22,7,4,12,6,2,1
