Name,Balls,Runs,Dot,Other,4,6,Extras,Wicket
PP Chawla,4,28,10,14,8,6,0,1
M Prasidh Krishna,4,22,13,14,8,0,1,0
SP Narine,4,18,12,8,4,6,6,2
Kuldeep Yadav,4,16,12,12,4,0,0,0
HF Gurney,2,19,3,7,12,0,1,0
