Name,Balls,Runs,Dot,Other,4,6,Extras,Wicket
GD McGrath,4,22,10,12,4,6,2,0
PJ Sangwan,4,26,14,10,16,0,3,1
VY Mahesh,4,30,12,12,12,6,4,2
MF Maharoof,4,24,8,18,0,6,1,2
A Mishra,3,13,8,9,4,0,1,0
V Sehwag,1,7,2,3,4,0,0,0
