Name,Balls,Runs,Dot,Other,4,6,out,out_type,bowler
G Gambhir,7,10,3,2,8,0,True,caught,Shoaib Akhtar
V Sehwag,1,0,2,0,0,0,True,caught,Shoaib Akhtar
AB de Villiers,12,7,6,7,0,0,True,caught,Shoaib Akhtar
MK Tiwary,6,9,4,1,8,0,True,lbw,Shoaib Akhtar
TM Dilshan,19,25,9,5,20,0,True,run out,
S Dhawan,10,7,7,3,4,0,True,bowled,AB Dinda
A Mishra,32,31,11,19,12,0,True,caught,LR Shukla
MF Maharoof,12,10,3,10,0,0,True,run out,
VY Mahesh,6,3,4,3,0,0,True,bowled,LR Shukla
PJ Sangwan,1,0,1,0,0,0,True,caught,LR Shukla
