Name,Balls,Runs,Dot,Other,4,6,Extras,Wicket
M Kartik,4,40,5,16,12,12,5,0
AC Thomas,4,27,11,13,8,6,1,1
R Sharma,4,13,17,7,0,6,0,3
JE Taylor,3,22,11,8,8,6,4,0
Yuvraj Singh,1,9,2,5,4,0,0,0
NL McCullum,3,22,5,12,4,6,1,0
