Name,Balls,Runs,Dot,Other,4,6,out,out_type,bowler
S Dhawan,6,5,5,1,4,0,True,bowled,MJ McClenaghan
KS Williamson,21,29,8,9,20,0,True,caught,HH Pandya
WP Saha,2,0,2,0,0,0,True,caught,MJ McClenaghan
MK Pandey,11,16,5,4,12,0,True,caught,HH Pandya
Shakib Al Hasan,4,2,2,2,0,0,True,run out,
YK Pathan,32,29,18,15,8,6,True,caught,Mustafizur Rahman
Mohammad Nabi,10,14,2,6,8,0,True,bowled,M Markande
Rashid Khan,9,6,4,6,0,0,True,caught,JJ Bumrah
Basil Thampi,6,3,3,3,0,0,True,bowled,M Markande
S Kaul,9,2,8,2,0,0,True,run out,
Sandeep Sharma,1,0,1,0,0,0,False,,
