Name,Balls,Runs,Dot,Other,4,6,out,out_type,bowler
SA Yadav,38,34,19,18,16,0,True,caught,Basil Thampi
E Lewis,9,5,7,1,4,0,True,caught,Sandeep Sharma
Ishan Kishan,3,0,3,0,0,0,True,caught,Mohammad Nabi
RG Sharma,6,2,5,2,0,0,True,caught,Shakib Al Hasan
KH Pandya,20,24,8,8,16,0,True,lbw,Rashid Khan
KA Pollard,6,9,2,3,0,6,True,caught,Rashid Khan
HH Pandya,18,3,16,3,0,0,True,caught,S Kaul
MJ McClenaghan,2,0,2,0,0,0,True,lbw,S Kaul
M Markande,2,1,1,1,0,0,True,lbw,S Kaul
JJ Bumrah,5,6,2,2,4,0,False,,
Mustafizur Rahman,3,1,2,1,0,0,True,caught,Basil Thampi
