Name,Balls,Runs,Dot,Other,4,6,Extras,Wicket
IK Pathan,4,24,12,8,16,0,2,0
Y Venugopal Rao,1,13,2,1,12,0,0,0
M Morkel,4,32,12,6,20,6,1,0
VR Aaron,4,19,10,15,4,0,0,2
P Negi,3,24,6,8,16,0,0,1
UT Yadav,4,20,15,12,8,0,1,3
