Name,Balls,Runs,Dot,Other,4,6,Extras,Wicket
Shakib Al Hasan,3,31,7,5,20,6,3,0
SP Narine,4,42,7,14,16,12,0,0
NM Coulter-Nile,4,40,7,8,20,12,1,2
CR Woakes,2,20,3,6,8,6,0,1
Kuldeep Yadav,4,33,7,15,12,6,0,2
UT Yadav,2,17,3,7,4,6,1,1
