Name,Balls,Runs,Dot,Other,4,6,Extras,Wicket
DL Chahar,3,36,9,4,20,12,1,0
Harbhajan Singh,4,41,8,9,20,12,0,1
SN Thakur,3,33,4,15,12,6,0,2
Imran Tahir,4,34,11,10,12,12,0,2
SR Watson,2,15,3,9,0,6,0,1
DJ Bravo,4,37,4,19,12,6,0,1
