Name,Balls,Runs,Dot,Other,4,6,out,out_type,bowler
SA Yadav,4,12,1,2,4,6,True,caught,S Lamichhane
E Lewis,31,48,13,12,12,24,True,stumped,A Mishra
Ishan Kishan,13,5,9,5,0,0,True,caught,A Mishra
KA Pollard,7,7,3,7,0,0,True,caught,S Lamichhane
KH Pandya,3,4,2,0,4,0,True,caught,S Lamichhane
HH Pandya,17,27,7,13,8,6,True,caught,A Mishra
RG Sharma,11,13,3,9,4,0,True,caught,HV Patel
BCJ Cutting,20,37,6,11,8,18,True,caught,HV Patel
M Markande,9,3,9,3,0,0,True,bowled,TA Boult
JJ Bumrah,1,0,1,0,0,0,True,caught,HV Patel
