Name,Balls,Runs,Dot,Other,4,6,out,out_type,bowler
RA Tripathi,15,27,6,5,16,6,True,caught,AD Russell
JC Buttler,22,39,9,7,20,12,True,caught,Kuldeep Yadav
AM Rahane,12,11,7,7,4,0,True,bowled,Kuldeep Yadav
SV Samson,10,12,4,4,8,0,True,lbw,SP Narine
BA Stokes,13,11,3,11,0,0,True,caught and bowled,Kuldeep Yadav
STR Binny,4,1,3,1,0,0,True,stumped,Kuldeep Yadav
K Gowtham,5,3,2,3,0,0,True,caught,Shivam Mavi
JD Unadkat,18,26,6,8,12,6,True,bowled,M Prasidh Krishna
IS Sodhi,6,1,5,1,0,0,True,caught,M Prasidh Krishna
JC Archer,5,6,3,2,4,0,True,caught,AD Russell
Anureet Singh,3,3,1,3,0,0,False,,
